record_id,policy_type,policy_op,policy_specific
Kaestner_2019,2_legislations,policy_legislative,1_regulation of prescription drugs
Kahler_2017,7_programs,policy_clinical,9090_Decline to prescribe opioids in ED and referral to pain clinic
Kampschmidt_2015,2_legislations,policy_criminal,2_punitive charges
Kampschmidt_2015,2_legislations,policy_legislative,9090_Fetal protection criminal statutes
Kampschmidt_2015,8_strategies,policy_criminal,2_punitive charges
Kampschmidt_2015,8_strategies,policy_legislative,9090_Fetal protection criminal statutes
Kattan_2016,7_programs,policy_clinical,5_opioid prescribing standards - provider - doctor
Katz_2009,7_programs,policy_legislative,2_illicit drug policies
Katz_2009,7_programs,policy_clinical,9090_avaliability of prescription heroin
Katz_2009,8_strategies,policy_legislative,2_illicit drug policies
Katz_2009,8_strategies,policy_clinical,9090_avaliability of prescription heroin
Kaufman_2019,2_legislations,policy_legislative,4_legalization
Keast_2016,3_regulation,policy_prescription,2_changes in drug formulation
Keast_2017,3_regulation,policy_prescription,2_changes in drug formulation
Keast_2018,3_regulation,policy_social,2_medical insurance changes
Keene_2007,7_programs,policy_clinical,1_availability of OAT
Kennedy-Hendrick_2016,2_legislations,policy_criminal,9090_arrest and prosecution those involved with 'pill mills'
Kennedy-Hendrick_2016,2_legislations,policy_legislative,1_regulation of prescription drugs
Kennedy_2017,7_programs,policy_harm,3_SIS
Kennedy_2019,5_guidelines,policy_clinical,6_opioid prescribing standards - provider - pharmacist
Kennedy_2019,6_standards,policy_clinical,6_opioid prescribing standards - provider - pharmacist
Kerr_2006,7_programs,policy_harm,3_SIS
Khobrani_2019,2_legislations,policy_legislative,1_regulation of prescription drugs
Khruakham_2016,8_strategies,policy_law_enforce,1_policing tactics
Khruakham_2016,8_strategies,policy_criminal,2_punitive charges
Khruakham_2016,8_strategies,policy_legislative,9090_control of illicit drugs through monitoring of chemicals and precursors
Khruakham_2016,8_strategies,policy_social,9090_Reintegrative programs - job opportunities and vocational training
Khruakham_2016,8_strategies,policy_clinical,7_compulsory treatment
Kilby_2015,2_legislations,policy_legislative,1_regulation of prescription drugs
Kim_2016,2_legislations,policy_legislative,4_legalization
Kinnard_2014,2_legislations,policy_harm,3_SIS
Kinner_2013,4_government policy,policy_clinical,1_availability of OAT
Kinsman_2018,2_legislations,policy_prescription,9090_authority to administer Naloxone by EMTs
Kinsman_2018,3_regulation,policy_prescription,9090_authority to administer Naloxone by EMTs
Kline_2019,7_programs,policy_clinical,5_opioid prescribing standards - provider - doctor
Knudsen_2015,2_legislations,policy_social,2_medical insurance changes
Knudsen_2015a,3_regulation,policy_social,2_medical insurance changes
Knudsen_2017,2_legislations,policy_social,2_medical insurance changes
Knudsen_2019,2_legislations,policy_social,2_medical insurance changes
Kopf_2014,2_legislations,policy_law_enforce,2_police presence
Kopf_2014,2_legislations,policy_legislative,5_first responders
Korn_2016,1_legal,policy_criminal,2_punitive charges
Korn_2016,1_legal,policy_legislative,2_illicit drug policies
Korn_2016,1_legal,policy_social,9090_Child protective services
Korn_2016,2_legislations,policy_criminal,2_punitive charges
Korn_2016,2_legislations,policy_legislative,2_illicit drug policies
Korn_2016,2_legislations,policy_social,9090_Child protective services
Kozhimannil_2019,3_regulation,policy_criminal,1_drug courts
Kozhimannil_2019,3_regulation,policy_criminal,2_punitive charges
Kozhimannil_2019,3_regulation,policy_legislative,9090_provider reporting requirements
Kozhimannil_2019,3_regulation,policy_clinical,1_availability of OAT
Kozhimannil_2019,4_government policy,policy_criminal,1_drug courts
Kozhimannil_2019,4_government policy,policy_criminal,2_punitive charges
Kozhimannil_2019,4_government policy,policy_legislative,9090_provider reporting requirements
Kozhimannil_2019,4_government policy,policy_clinical,1_availability of OAT
Krakauer_2015,3_regulation,policy_legislative,1_regulation of prescription drugs
Krakauer_2015,3_regulation,policy_clinical,4_opioid prescribing standards
Krakauer_2015,7_programs,policy_legislative,1_regulation of prescription drugs
Krakauer_2015,7_programs,policy_clinical,4_opioid prescribing standards
Kramer_2015,4_government policy,policy_criminal,2_punitive charges
Kropp_2019,2_legislations,policy_legislative,4_legalization
Kruithof_2017,2_legislations,policy_criminal,1_drug courts
Kruithof_2017,2_legislations,policy_criminal,9090_other types of diversion
Kruithof_2017,2_legislations,policy_clinical,7_compulsory treatment
Kumar_2019,3_regulation,policy_prescription,2_changes in drug formulation
Kuo_2018,3_regulation,policy_prescription,1_drug rescheduling
Kushel_2017,3_regulation,policy_prescription,1_drug rescheduling
Kwok_2017,4_government policy,policy_prescription,9090_Prior authorization program
Ladd_2017,3_regulation,policy_theme,9090_NP scope of practice
Ladd_2017,3_regulation,policy_clinical,2_availability of OAT - provider - doctors
Lambdin_2018,2_legislations,policy_harm,9090_naloxone access laws
Lambdin_2018,4_government policy,policy_harm,9090_naloxone access laws
Larance_2015,3_regulation,policy_prescription,2_changes in drug formulation
Larance_2015_2,3_regulation,policy_prescription,2_changes in drug formulation
Larance_2018,3_regulation,policy_prescription,2_changes in drug formulation
Larkin_2016,1_legal,policy_criminal,1_drug courts
Larkin_2016,1_legal,policy_criminal,2_punitive charges
Larkin_2016,1_legal,policy_theme,9090_Probation
Larkin_2016,2_legislations,policy_criminal,1_drug courts
Larkin_2016,2_legislations,policy_criminal,2_punitive charges
Larkin_2016,2_legislations,policy_theme,9090_Probation
Larochelle_2015,2_legislations,policy_prescription,2_changes in drug formulation
Larochelle_2015,2_legislations,policy_prescription,3_withdraw drug
Lasnier_2010,2_legislations,policy_legislative,2_illicit drug policies
Lasnier_2010,2_legislations,policy_clinical,1_availability of OAT
Latimore_2017,2_legislations,policy_legislative,5_first responders
Laws_2005,4_government policy,policy_clinical,1_availability of OAT
Levy_2008,1_legal,policy_criminal,2_punitive charges
Levy_2008,1_legal,policy_legislative,2_illicit drug policies
Levy_2008,2_legislations,policy_criminal,2_punitive charges
Levy_2008,2_legislations,policy_legislative,2_illicit drug policies
Li_2014,2_legislations,policy_legislative,1_regulation of prescription drugs
Liang_2018,2_legislations,policy_legislative,4_legalization
Liang_2019,2_legislations,policy_legislative,1_regulation of prescription drugs
Liang_2019_2,2_legislations,policy_legislative,4_legalization
Liang_2019_2,2_legislations,policy_clinical,2_availability of OAT - provider - doctors
Lilley_2013,2_legislations,policy_criminal,1_drug courts
Lilley_2016,2_legislations,policy_criminal,1_drug courts
Lilley_2019,2_legislations,policy_criminal,1_drug courts
Lin_2017,7_programs,policy_clinical,9090_dashboard that notes high dose opioid prescribing and concurrent benzodiazepine use
Lin_2017_2,2_legislations,policy_legislative,1_regulation of prescription drugs
Lin_2018,2_legislations,policy_legislative,1_regulation of prescription drugs
Lin_2019,2_legislations,policy_legislative,1_regulation of prescription drugs
Liu_2019,3_regulation,policy_prescription,1_drug rescheduling
Livingstone_2017,2_legislations,policy_legislative,4_legalization
Lloyd_2017,2_legislations,policy_harm,3_SIS
Lo_2018,2_legislations,policy_legislative,4_legalization
Lofgren_2011,2_legislations,policy_criminal,1_drug courts
Lofgren_2011,2_legislations,policy_criminal,9090_other drug reform laws that focused on treatment instead of incarceration
Lofgren_2011,3_regulation,policy_criminal,1_drug courts
Lofgren_2011,3_regulation,policy_criminal,9090_other drug reform laws that focused on treatment instead of incarceration
Logan_2001,2_legislations,policy_criminal,1_drug courts
Lollar_2017,1_legal,policy_criminal,2_punitive charges
Lollar_2017,2_legislations,policy_criminal,2_punitive charges
Loong_2019,2_legislations,policy_criminal,9090_mental health courts
Losby_2016,7_programs,policy_clinical,5_opioid prescribing standards - provider - doctor
Lucas_2017,3_regulation,policy_legislative,1_regulation of prescription drugs
Luyt_2007,5_guidelines,policy_harm,1_needle exchange/availability
Luyt_2007,5_guidelines,policy_harm,5_drug testing
Luyt_2007,5_guidelines,policy_criminal,2_punitive charges
Luyt_2007,5_guidelines,policy_clinical,1_availability of OAT
Luyt_2007,7_programs,policy_harm,1_needle exchange/availability
Luyt_2007,7_programs,policy_harm,5_drug testing
Luyt_2007,7_programs,policy_criminal,2_punitive charges
Luyt_2007,7_programs,policy_clinical,1_availability of OAT
Lyapustina_2016,2_legislations,policy_legislative,1_regulation of prescription drugs
Macdonald_2001a,2_legislations,policy_social,3_restrictions
MacDonald_2019,7_programs,policy_theme,9090_doctor shopping - letters sent to prescribers for that were identified as receiving opioids from more than 3 prescribers/pharmacies
MacDonald_2019,7_programs,policy_legislative,1_regulation of prescription drugs
MacLean_2018,5_guidelines,policy_clinical,4_opioid prescribing standards
MacLean_2018_2,2_legislations,policy_social,2_medical insurance changes
Majtabai_2018,2_legislations,policy_social,2_medical insurance changes
Malkin_2001,2_legislations,policy_harm,3_SIS
Malkin_2001,2_legislations,policy_international,1_international drug treaties
Malkin_2001,4_government policy,policy_harm,3_SIS
Malkin_2001,4_government policy,policy_international,1_international drug treaties
Malkin_2001,7_programs,policy_harm,3_SIS
Malkin_2001,7_programs,policy_international,1_international drug treaties
Mallatt_2017,2_legislations,policy_legislative,1_regulation of prescription drugs
Mallatt_2019,2_legislations,policy_legislative,1_regulation of prescription drugs
Mallatt_2019_2,2_legislations,policy_legislative,1_regulation of prescription drugs
Mallatt_2019_2,2_legislations,policy_prescription,2_changes in drug formulation
Mallatt_2019_2,3_regulation,policy_legislative,1_regulation of prescription drugs
Mallatt_2019_2,3_regulation,policy_prescription,2_changes in drug formulation
Mallya_2013,7_programs,policy_clinical,9090_witnessed vs unwitnessed urine drug screens
Mandiberg_2014,2_legislations,policy_legislative,9090_Federal housing law
Mandiberg_2014,2_legislations,policy_legislative,9090_2_Rehabilitation act (RA)
Mandiberg_2014,2_legislations,policy_legislative,9090_3_Americans with disabilities act (ADA)
Mandiberg_2014,7_programs,policy_legislative,9090_Federal housing law
Mandiberg_2014,7_programs,policy_legislative,9090_2_Rehabilitation act (RA)
Mandiberg_2014,7_programs,policy_legislative,9090_3_Americans with disabilities act (ADA)
Margolis_2009,4_government policy,policy_social,2_medical insurance changes
Margolis_2010,6_standards,policy_social,2_medical insurance changes
Marotta_2016,7_programs,policy_harm,1_needle exchange/availability
Marotta_2016,7_programs,policy_clinical,1_availability of OAT
Marshall_2011,7_programs,policy_harm,3_SIS
Martello_2018,7_programs,policy_legislative,1_regulation of prescription drugs
Martin_2018,3_regulation,policy_prescription,1_drug rescheduling
Martinez_2007,2_legislations,policy_harm,1_needle exchange/availability
Maughan_2015,2_legislations,policy_legislative,1_regulation of prescription drugs
Mazerolle_2006,8_strategies,policy_law_enforce,1_policing tactics
McAuley_2015,7_programs,policy_harm,9090_Take home naloxone
McAuley_2017,7_programs,policy_harm,9090_national naloxone programme
McCary_2019,2_legislations,policy_social,2_medical insurance changes
McClellan_2018,2_legislations,policy_harm,9090_naloxone access laws
McClellan_2018,2_legislations,policy_legislative,5_first responders
McClellan_2018,4_government policy,policy_harm,9090_naloxone access laws
McClellan_2018,4_government policy,policy_legislative,5_first responders
McClure_2019,1_legal,policy_criminal,9090_prosecution of doctors for chronically over-prescribing opioids (pill mills)
McConnell_2012,2_legislations,policy_social,2_medical insurance changes
McConnell_2012_2,3_regulation,policy_social,2_medical insurance changes
McFarland_2005,4_government policy,policy_social,2_medical insurance changes
McGerald_2009,7_programs,policy_theme,9090_Streamlined prescribing writing process
McGinty_2015,2_legislations,policy_social,2_medical insurance changes
McInerney_2019,7_programs,policy_social,2_medical insurance changes
McKenna_2017,2_legislations,policy_social,2_medical insurance changes
McKenzie_2005,7_programs,policy_clinical,1_availability of OAT
McMichael_2018,2_legislations,policy_legislative,4_legalization
McMichael_2018_2,3_regulation,policy_theme,9090_NP scope of practice
McMichael_2018_2,3_regulation,policy_clinical,2_availability of OAT - provider - doctors
McSweeny_2007,2_legislations,policy_clinical,7_compulsory treatment
McSweeny_2007,4_government policy,policy_clinical,7_compulsory treatment
Meara_2016,2_legislations,policy_legislative,1_regulation of prescription drugs
Meinhofer_2018,2_legislations,policy_social,2_medical insurance changes
Meinhofer_2019,2_legislations,policy_legislative,4_legalization
Meisenberg_2018,7_programs,policy_clinical,9090_Physician and public education
Merlo_2011,2_legislations,policy_clinical,7_compulsory treatment
Meyerson_2018,4_government policy,policy_harm,9090_naloxone access laws
Michels_2007,4_government policy,policy_clinical,1_availability of OAT
Miller_2004,7_programs,policy_clinical,9090_Prescription heroin
Miller_2016,2_legislations,policy_legislative,5_first responders
Miller_2016,2_legislations,policy_legislative,9090_State-based opioid overdose response program
Miller_2016,5_guidelines,policy_legislative,5_first responders
Miller_2016,5_guidelines,policy_legislative,9090_State-based opioid overdose response program
Milloy_2008,7_programs,policy_harm,3_SIS
Minhee_2019,8_strategies,policy_legislative,2_illicit drug policies
Miron_2003,2_legislations,policy_legislative,4_legalization
Mitchell_2012,1_legal,policy_criminal,1_drug courts
Mitchell_2012_2,7_programs,policy_criminal,1_drug courts
Mohammadi_2018,2_legislations,policy_legislative,1_regulation of prescription drugs
Mojtabai_2019,2_legislations,policy_social,2_medical insurance changes
Mojtabai_2019b,2_legislations,policy_social,2_medical insurance changes
Monaghan_2013,7_programs,policy_social,9090_Welfare-to-work program
Moore_2007,7_programs,policy_criminal,9090_prison
Moore_2007,7_programs,policy_clinical,1_availability of OAT
Moore_2007,7_programs,policy_clinical,7_compulsory treatment
Morden_2008,2_legislations,policy_social,2_medical insurance changes
Morgan_2015,2_legislations,policy_social,2_medical insurance changes
Moride_2019,2_legislations,policy_legislative,1_regulation of prescription drugs
Moride_2019,2_legislations,policy_prescription,1_drug rescheduling
Moride_2019,3_regulation,policy_legislative,1_regulation of prescription drugs
Moride_2019,3_regulation,policy_prescription,1_drug rescheduling
Morse_2011,5_guidelines,policy_clinical,5_opioid prescribing standards - provider - doctor
Mospan_2018,2_legislations,policy_legislative,1_regulation of prescription drugs
Mospan_2018,2_legislations,policy_social,2_medical insurance changes
Mospan_2018,8_strategies,policy_legislative,1_regulation of prescription drugs
Mospan_2018,8_strategies,policy_social,2_medical insurance changes
Moyo_2017,2_legislations,policy_legislative,1_regulation of prescription drugs
Moyo_2019,2_legislations,policy_legislative,1_regulation of prescription drugs
Mulcahy_2017,3_regulation,policy_prescription,9090_Creation of a formulary
Mulrooney_2017,2_legislations,policy_legislative,1_regulation of prescription drugs
Murimi_2019,3_regulation,policy_prescription,1_drug rescheduling
Murphy_2017,7_programs,policy_clinical,9090_ED care coordination program
Musselwhite_2010,1_legal,policy_criminal,2_punitive charges
Musselwhite_2010,1_legal,policy_legislative,2_illicit drug policies
Musselwhite_2010,2_legislations,policy_criminal,2_punitive charges
Musselwhite_2010,2_legislations,policy_legislative,2_illicit drug policies
Myer_2018,7_programs,policy_harm,3_SIS
Nagar_2015,2_legislations,policy_legislative,1_regulation of prescription drugs
Nagar_2015,2_legislations,policy_legislative,9090_pain clinic laws
Nam_2017,2_legislations,policy_legislative,1_regulation of prescription drugs
Naumann_2018,3_regulation,policy_social,2_medical insurance changes
Naumann_2018_2,7_programs,policy_social,2_medical insurance changes
Naumann_2019,7_programs,policy_social,2_medical insurance changes
Neven_2016,7_programs,policy_clinical,9090_ED care coordination program
Nguyen_2018,2_legislations,policy_legislative,5_first responders
Nicosia_2017,2_legislations,policy_criminal,1_drug courts
Niv_2009,2_legislations,policy_criminal,1_drug courts
Nordt_2009,7_programs,policy_clinical,1_availability of OAT
Nordt_2010,7_programs,policy_law_enforce,1_policing tactics
Nordt_2010,7_programs,policy_clinical,1_availability of OAT
Northrup_2019,3_regulation,policy_prescription,1_drug rescheduling
Novak_2012,2_legislations,policy_criminal,2_punitive charges
Obadia_2001,4_government policy,policy_clinical,2_availability of OAT - provider - doctors
Obrien_2013,2_legislations,policy_legislative,1_regulation of prescription drugs
OConner_2011,2_legislations,policy_legislative,1_regulation of prescription drugs
OConnor_2019,1_legal,policy_criminal,1_drug courts
OConnor_2019,7_programs,policy_criminal,1_drug courts
Oehler_2016,3_regulation,policy_prescription,1_drug rescheduling
Olfson_2018,2_legislations,policy_social,2_medical insurance changes
Olsen_2006,2_legislations,policy_harm,3_SIS
Olson_2019,2_legislations,policy_legislative,1_regulation of prescription drugs
Olson_2019,2_legislations,policy_legislative,4_legalization
Olson_2019,2_legislations,policy_legislative,5_first responders
Olson_2019,2_legislations,policy_legislative,9090_Nalxone access law
Olson_2019,2_legislations,policy_legislative,9090_2_pain clinic laws
Olson_2019,2_legislations,policy_clinical,5_opioid prescribing standards - provider - doctor
Olson_2019,3_regulation,policy_legislative,1_regulation of prescription drugs
Olson_2019,3_regulation,policy_legislative,4_legalization
Olson_2019,3_regulation,policy_legislative,5_first responders
Olson_2019,3_regulation,policy_legislative,9090_Nalxone access law
Olson_2019,3_regulation,policy_legislative,9090_2_pain clinic laws
Olson_2019,3_regulation,policy_clinical,5_opioid prescribing standards - provider - doctor
Olson_2019,5_guidelines,policy_legislative,1_regulation of prescription drugs
Olson_2019,5_guidelines,policy_legislative,4_legalization
Olson_2019,5_guidelines,policy_legislative,5_first responders
Olson_2019,5_guidelines,policy_legislative,9090_Nalxone access law
Olson_2019,5_guidelines,policy_legislative,9090_2_pain clinic laws
Olson_2019,5_guidelines,policy_clinical,5_opioid prescribing standards - provider - doctor
Osborn_2017,5_guidelines,policy_clinical,5_opioid prescribing standards - provider - doctor
Ozluk_2017,2_legislations,policy_legislative,4_legalization
Page_2018,7_programs,policy_clinical,5_opioid prescribing standards - provider - doctor
Palmateer_2014,7_programs,policy_harm,1_needle exchange/availability
Palmateer_2014,7_programs,policy_harm,9090_other clean paraphinalia
Palmateer_2014,7_programs,policy_clinical,1_availability of OAT
Paone_2015,2_legislations,policy_legislative,1_regulation of prescription drugs
Paone_2015,2_legislations,policy_clinical,5_opioid prescribing standards - provider - doctor
Paone_2015,5_guidelines,policy_legislative,1_regulation of prescription drugs
Paone_2015,5_guidelines,policy_clinical,5_opioid prescribing standards - provider - doctor
Paone_2015,8_strategies,policy_legislative,1_regulation of prescription drugs
Paone_2015,8_strategies,policy_clinical,5_opioid prescribing standards - provider - doctor
Pardo_2017,2_legislations,policy_legislative,1_regulation of prescription drugs
Pardo_2017,2_legislations,policy_legislative,4_legalization
Park_2019,2_legislations,policy_legislative,1_regulation of prescription drugs
Parsons_2014,2_legislations,policy_criminal,1_drug courts
Parsons_2014,2_legislations,policy_criminal,9090_Changes in mandatory sentencing structure
Patrick_2016,2_legislations,policy_legislative,1_regulation of prescription drugs
Paulozzi_2011,2_legislations,policy_legislative,1_regulation of prescription drugs
Pauly_2018,2_legislations,policy_legislative,1_regulation of prescription drugs
Peacock_2015,3_regulation,policy_prescription,2_changes in drug formulation
Peakcock_2015,3_regulation,policy_prescription,2_changes in drug formulation
Pearson_2015,3_regulation,policy_prescription,2_changes in drug formulation
Pedersen_2011,4_government policy,policy_clinical,1_availability of OAT
Pedersen_2011,4_government policy,policy_clinical,9090_Mandate that treatment (OAT or residential) must begin within 14 days after a request
Penm_2017,2_legislations,policy_harm,9090_naloxone access laws
Penm_2017,2_legislations,policy_legislative,1_regulation of prescription drugs
Penm_2017,2_legislations,policy_clinical,5_opioid prescribing standards - provider - doctor
Penm_2017,2_legislations,policy_clinical,6_opioid prescribing standards - provider - pharmacist
Penm_2017,4_government policy,policy_harm,9090_naloxone access laws
Penm_2017,4_government policy,policy_legislative,1_regulation of prescription drugs
Penm_2017,4_government policy,policy_clinical,5_opioid prescribing standards - provider - doctor
Penm_2017,4_government policy,policy_clinical,6_opioid prescribing standards - provider - pharmacist
Penm_2017,5_guidelines,policy_harm,9090_naloxone access laws
Penm_2017,5_guidelines,policy_legislative,1_regulation of prescription drugs
Penm_2017,5_guidelines,policy_clinical,5_opioid prescribing standards - provider - doctor
Penm_2017,5_guidelines,policy_clinical,6_opioid prescribing standards - provider - pharmacist
Perez-Munoz_2017,2_legislations,policy_social,1_welfare expansion/reform
Perngmark_2007,2_legislations,policy_law_enforce,1_policing tactics
Perngmark_2007,2_legislations,policy_legislative,2_illicit drug policies
Perngmark_2007,2_legislations,policy_clinical,1_availability of OAT
Perngmark_2007,2_legislations,policy_clinical,7_compulsory treatment
Perngmark_2007,4_government policy,policy_law_enforce,1_policing tactics
Perngmark_2007,4_government policy,policy_legislative,2_illicit drug policies
Perngmark_2007,4_government policy,policy_clinical,1_availability of OAT
Perngmark_2007,4_government policy,policy_clinical,7_compulsory treatment
Perry_2009,7_programs,policy_criminal,1_drug courts
Peterson_2019,2_legislations,policy_criminal,2_punitive charges
Phillips_2017,2_legislations,policy_legislative,1_regulation of prescription drugs
Phillips_2017,2_legislations,policy_legislative,4_legalization
Pinkerton_2010,7_programs,policy_harm,3_SIS
Pitt_2018,2_legislations,policy_harm,1_needle exchange/availability
Pitt_2018,2_legislations,policy_harm,9090_naloxone access laws
Pitt_2018,2_legislations,policy_legislative,1_regulation of prescription drugs
Pitt_2018,2_legislations,policy_clinical,1_availability of OAT
Pitt_2018,2_legislations,policy_clinical,4_opioid prescribing standards
Pitt_2018,2_legislations,policy_prescription,1_drug rescheduling
Pitt_2018,2_legislations,policy_prescription,2_changes in drug formulation
Pitt_2018,2_legislations,policy_prescription,9090_Excess drug disposal
Pitt_2018,3_regulation,policy_harm,1_needle exchange/availability
Pitt_2018,3_regulation,policy_harm,9090_naloxone access laws
Pitt_2018,3_regulation,policy_legislative,1_regulation of prescription drugs
Pitt_2018,3_regulation,policy_clinical,1_availability of OAT
Pitt_2018,3_regulation,policy_clinical,4_opioid prescribing standards
Pitt_2018,3_regulation,policy_prescription,1_drug rescheduling
Pitt_2018,3_regulation,policy_prescription,2_changes in drug formulation
Pitt_2018,3_regulation,policy_prescription,9090_Excess drug disposal
Pitt_2018,4_government policy,policy_harm,1_needle exchange/availability
Pitt_2018,4_government policy,policy_harm,9090_naloxone access laws
Pitt_2018,4_government policy,policy_legislative,1_regulation of prescription drugs
Pitt_2018,4_government policy,policy_clinical,1_availability of OAT
Pitt_2018,4_government policy,policy_clinical,4_opioid prescribing standards
Pitt_2018,4_government policy,policy_prescription,1_drug rescheduling
Pitt_2018,4_government policy,policy_prescription,2_changes in drug formulation
Pitt_2018,4_government policy,policy_prescription,9090_Excess drug disposal
Pitt_2018,5_guidelines,policy_harm,1_needle exchange/availability
Pitt_2018,5_guidelines,policy_harm,9090_naloxone access laws
Pitt_2018,5_guidelines,policy_legislative,1_regulation of prescription drugs
Pitt_2018,5_guidelines,policy_clinical,1_availability of OAT
Pitt_2018,5_guidelines,policy_clinical,4_opioid prescribing standards
Pitt_2018,5_guidelines,policy_prescription,1_drug rescheduling
Pitt_2018,5_guidelines,policy_prescription,2_changes in drug formulation
Pitt_2018,5_guidelines,policy_prescription,9090_Excess drug disposal
Pitt_2018,7_programs,policy_harm,1_needle exchange/availability
Pitt_2018,7_programs,policy_harm,9090_naloxone access laws
Pitt_2018,7_programs,policy_legislative,1_regulation of prescription drugs
Pitt_2018,7_programs,policy_clinical,1_availability of OAT
Pitt_2018,7_programs,policy_clinical,4_opioid prescribing standards
Pitt_2018,7_programs,policy_prescription,1_drug rescheduling
Pitt_2018,7_programs,policy_prescription,2_changes in drug formulation
Pitt_2018,7_programs,policy_prescription,9090_Excess drug disposal
Pohl_2018,2_legislations,policy_harm,9090_naloxone
Pohl_2018,2_legislations,policy_legislative,1_regulation of prescription drugs
Pohl_2018,2_legislations,policy_legislative,4_legalization
Pohl_2018,2_legislations,policy_legislative,5_first responders
Pombo_2016,2_legislations,policy_legislative,3_decriminalization
Ponnapalli_2018,2_legislations,policy_legislative,1_regulation of prescription drugs
Popovici_2018,3_regulation,policy_theme,9090_2_doctor shopping laws
Popovici_2018,3_regulation,policy_legislative,9090_pain clinic laws
Popovici_2018_2,2_legislations,policy_social,2_medical insurance changes
Potier_2014,3_regulation,policy_harm,3_SIS
Powell_2011,3_regulation,policy_clinical,7_compulsory treatment
Powell_2016,7_programs,policy_social,2_medical insurance changes
Powell_2018,2_legislations,policy_legislative,4_legalization
Pradel_2009,7_programs,policy_legislative,1_regulation of prescription drugs
Rafful_2018,2_legislations,policy_clinical,7_compulsory treatment
Raji_2017,3_regulation,policy_legislative,9090_pain clinic laws
Raji_2018,3_regulation,policy_prescription,1_drug rescheduling
Ranapurwala_2019,2_legislations,policy_legislative,1_regulation of prescription drugs
Rasubala_2015,2_legislations,policy_prescription,9090_Registry of schedule II drugs consulted before script
Rasubala_2015,3_regulation,policy_prescription,9090_Registry of schedule II drugs consulted before script
Rees_2019,2_legislations,policy_harm,9090_naloxone
Rees_2019,2_legislations,policy_legislative,5_first responders
Reifler_2012,7_programs,policy_legislative,1_regulation of prescription drugs
Reisman_2009,2_legislations,policy_legislative,1_regulation of prescription drugs
Reitan_2016,2_legislations,policy_clinical,7_compulsory treatment
Rengifo_2010,2_legislations,policy_criminal,9090_bill 123 - compulsory treatment instead of prison
Rengifo_2010,2_legislations,policy_clinical,7_compulsory treatment
Reset_2018,3_regulation,policy_prescription,3_withdraw drug
Resiak_2016,7_programs,policy_harm,1_needle exchange/availability
Resiak_2016,7_programs,policy_criminal,9090_diversion
Resiak_2016,7_programs,policy_clinical,1_availability of OAT
Resiak_2016,7_programs,policy_clinical,7_compulsory treatment
Rhodes_2015,7_programs,policy_clinical,1_availability of OAT
Rich_2015,7_programs,policy_clinical,9090_Discontinuation of methadone maintenance-treatment programme after incarceration
Riggs_2017,2_legislations,policy_social,2_medical insurance changes
Rinaldo_2013,2_legislations,policy_social,2_medical insurance changes
Ringwalt_2015,2_legislations,policy_legislative,1_regulation of prescription drugs
Ritter_2005,4_government policy,policy_clinical,9090_take-away methadone policies
Roberts_2014,2_legislations,policy_social,2_medical insurance changes
Roberts_2016,2_legislations,policy_social,2_medical insurance changes
Robinson_2010,2_legislations,policy_legislative,1_regulation of prescription drugs
Robles_2001,7_programs,policy_clinical,1_availability of OAT
Robles_2001,7_programs,policy_clinical,9090_Patient determined methadone dose
Romelsjo_2010,5_guidelines,policy_clinical,1_availability of OAT
Rosenblum_2002,1_legal,policy_criminal,1_drug courts
Rosenblum_2002,1_legal,policy_legislative,2_illicit drug policies
Rosenblum_2002,2_legislations,policy_criminal,1_drug courts
Rosenblum_2002,2_legislations,policy_legislative,2_illicit drug policies
Rossiter_2014,3_regulation,policy_prescription,2_changes in drug formulation
Rousseau_2017,1_legal,policy_criminal,2_punitive charges
Rudolph_2011,5_guidelines,policy_clinical,"9090_Discharge-on-scene policy, where Medical Emergency Care Unit (MECU) are allowed to administer naloxone in case of opioid overdose, and if patient shows a substantial and lasting improvement in vital signs, they are released on scene (not hospitalised)"
Russoniello_2012,1_legal,policy_legislative,3_decriminalization
Russoniello_2012,2_legislations,policy_legislative,3_decriminalization
Rutkow_2015,4_government policy,policy_legislative,1_regulation of prescription drugs
Sacks_2019,2_legislations,policy_legislative,1_regulation of prescription drugs
Salmon_2009,7_programs,policy_harm,3_SIS
Saloner_2016,4_government policy,policy_social,9090_Medicaid funding policies for OAT
Saloner_2017,2_legislations,policy_social,2_medical insurance changes
Saloner_2018,4_government policy,policy_social,2_medical insurance changes
Saloner_2018,4_government policy,policy_clinical,1_availability of OAT
Saloner_2018,4_government policy,policy_prescription,1_drug rescheduling
Saloner_2018,5_guidelines,policy_social,2_medical insurance changes
Saloner_2018,5_guidelines,policy_clinical,1_availability of OAT
Saloner_2018,5_guidelines,policy_prescription,1_drug rescheduling
Saloner_2018,7_programs,policy_social,2_medical insurance changes
Saloner_2018,7_programs,policy_clinical,1_availability of OAT
Saloner_2018,7_programs,policy_prescription,1_drug rescheduling
Sander_2016,3_regulation,policy_harm,1_needle exchange/availability
Sander_2016,3_regulation,policy_clinical,1_availability of OAT
Sandlilands_2008,3_regulation,policy_prescription,3_withdraw drug
Sankey_2016,4_government policy,policy_prescription,2_changes in drug formulation
Sanmartin_2019,4_government policy,policy_criminal,2_punitive charges
Santistevan_2018,7_programs,policy_clinical,9090_removal default # tablets prescribed in ED
Saulle_2017,4_government policy,policy_clinical,9090_supervised dosing policies
