record_id,Reference,,,,,,,
Lambdin_2018,"Lambdin, B. H., Davis, C. S., Wheeler, E., Tueller, S., & Kral, A. H. (2018). Naloxone laws facilitate the establishment of overdose education and naloxone distribution programs in the United States. Drug Alcohol Depend, 188, 370–376. https://doi.org/10.1016/j.drugalcdep.2018.04.004",,,,,,,
Larance_2015,"Larance, B., Dietze, P., Ali, R., Lintzeris, N., White, N., Jenkinson, R., & Degenhardt, L. (2015). The introduction of buprenorphine-naloxone film in opioid substitution therapy in Australia: Uptake and issues arising from changing buprenorphine formulations. Drug Alcohol Rev, 34(6), 603–610. https://doi.org/10.1111/dar.12277",,,,,,,
Larance_2015_2,"Larance, B., Mattick, R., Ali, R., Lintzeris, N., Jenkinson, R., White, N., Kihas, I., Cassidy, R., & Degenhardt, L. (2016). Diversion and injection of buprenorphine-naloxone film two years post-introduction in Australia. Drug Alcohol Rev, 35(1), 83–91. https://doi.org/10.1111/dar.12344",,,,,,,
Larance_2018,"Larance, B., Dobbins, T., Peacock, A., Ali, R., Bruno, R., Lintzeris, N., Farrell, M., & Degenhardt, L. (2018). The effect of a potentially tamper-resistant oxycodone formulation on opioid use and harm: Main findings of the National Opioid Medications Abuse Deterrence (NOMAD) study. The Lancet. Psychiatry, 5(2), 155–166.",,,,,,,
Larkin_2016,"Larkin, P. J., Jr. (2015). Swift, Certain, and Fair Punishment: 24/7 Sobriety and Hope: Creative Approaches to Alcohol- and Illicit Drug-Using Offenders Criminal Law. Journal of Criminal Law and Criminology, 105, 39–94.",,,,,,,
Larochelle_2015,"Larochelle, M. R., Zhang, F., Ross-Degnan, D., & Wharam, J. F. (2015). Rates of opioid dispensing and overdose after introduction of abuse-deterrent extended-release oxycodone and withdrawal of propoxyphene. JAMA Intern Med, 175(6), 978–987. https://doi.org/10.1001/jamainternmed.2015.0914",,,,,,,
Lasnier_2010,"Lasnier, B., Brochu, S., Boyd, N., & Fischer, B. (2010). A heroin prescription trial: Case studies from Montreal and Vancouver on crime and disorder in the surrounding neighbourhoods. International Journal of Drug Policy, 21(1), 28–35.",,,,,,,
Latimore_2017,"Latimore, A. D., & Bergstein, R. S. (2017). “Caught with a body” yet protected by law? Calling 911 for opioid overdose in the context of the Good Samaritan Law. International Journal of Drug Policy, 50, 82–89.",,,,,,,
Laws_2005,"Laws, K. E., D’Ambrosio, R., & Deck, D. D. (2005). Impact of changes in financing on publicly funded methadone maintenance treatment: A comparison between Oregon and Washington. Journal of Maintenance in the Addictions, 3(2), 65–78.",,,,,,,
Levy_2008,"Levy, S. D. (2008). The Collateral Consequences of Seeking Order Through Disorder: New York’s Narcotics Eviction Program. Harvard Civil Rights - Civil Liberties Law Review, 43(2), 539.",,,,,,,
Liang_2018,"Liang, D., Bao, Y., Wallace, M., Grant, I., & Shi, Y. (2018). Medical cannabis legalization and opioid prescriptions: Evidence on US Medicaid enrollees during 1993-2014. Addiction, 113(11), 2060–2070. https://doi.org/10.1111/add.14382",,,,,,,
Liang_2019,"Liang, D., & Shi, Y. (2019a). Prescription drug monitoring programs and drug overdose deaths involving benzodiazepines and prescription opioids. Drug Alcohol Rev, 38(5), 494–502. https://doi.org/10.1111/dar.12959",,,,,,,
Liang_2019_2,"Liang, D., & Shi, Y. (2019b). The Associations of Neighborhood Availability of Marijuana Dispensaries and DATA-2000 Waivered Providers with Hospital Stays Related to Opioids. Subst Use Misuse, 1–11. https://doi.org/10.1080/10826084.2019.1650775",,,,,,,
Lilley_2013,"Lilley, D. R. (2013). Drug Courts and Community Crime Rates: A Nationwide Analysis of Jurisdiction-Level Outcomes. Journal of Criminology, 2013, 571760. https://doi.org/10.1155/2013/571760",,,,,,,
Lilley_2016,"Lilley, D. R. (2017). Did Drug Courts Lead to Increased Arrest and Punishment of Minor Drug Offenses? Justice Quarterly, 34(4), 674–698. https://doi.org/10.1080/07418825.2016.1219760",,,,,,,
Lilley_2019,"Lilley, D. R., Stewart, M. C., & Tucker-Gail, K. (2020). Drug Courts and Net-Widening in U.S. Cities: A Reanalysis Using Propensity Score Matching. Criminal Justice Policy Review, 31(2), 287–308. https://doi.org/10.1177/0887403419828045",,,,,,,
Lin_2017,"Lin, L. A., Bohnert, A. S. B., Kerns, R. D., Clay, M. A., Ganoczy, D., & Ilgen, M. A. (2017). Impact of the Opioid Safety Initiative on opioid-related prescribing in veterans. Pain, 158(5), 833–839.",,,,,,,
Lin_2017_2,"Lin, D. H., Lucas, E., Murimi, I. B., Jackson, K., Baier, M., Frattaroli, S., Gielen, A. C., Moyo, P., Simoni-Wastila, L., & Alexander, G. C. (2017). Physician attitudes and experiences with Maryland’s prescription drug monitoring program (PDMP). Addiction, 112(2), 311–319. https://doi.org/10.1111/add.13620",,,,,,,
Lin_2018,"Lin, H.-C., Wang, Z., Boyd, C., Simoni-Wastila, L., & Buu, A. (2018). Associations between statewide prescription drug monitoring program (PDMP) requirement and physician patterns of prescribing opioid analgesics for patients with non-cancer chronic pain. Addictive Behaviors, 76, 348–354.",,,,,,,
Lin_2019,"Lin, H. C., Wang, Z., Simoni-Wastila, L., Boyd, C., & Buu, A. (2019). Interstate data sharing of prescription drug monitoring programs and associated opioid prescriptions among patients with non-cancer chronic pain. Prev Med, 118, 59–65. https://doi.org/10.1016/j.ypmed.2018.10.011",,,,,,,
Liu_2019,"Liu, Y., Baker, O., Schuur, J. D., & Weiner, S. G. (2020). Effects of Rescheduling Hydrocodone on Opioid Prescribing in Ohio. Pain Medicine, 21(9), 1863-1870. https://doi.org/10.1093/pm/pnz210",,,,,,,
Livingstone_2017,"Livingston, M. D., Barnett, T. E., Delcher, C., & Wagenaar, A. C. (2017). Recreational Cannabis Legalization and Opioid-Related Deaths in Colorado, 2000-2015. American Journal of Public Health, 107(11), 1827–1829.",,,,,,,
Li_2014,"Li, G., Brady, J. E., Lang, B. H., Giglio, J., Wunsch, H., & DiMaggio, C. (2014). Prescription drug monitoring and drug overdose mortality. Injury epidemiology, 1(1), 9. https://doi.org/10.1186/2197-1714-1-9",,,,,,,
Lloyd_2017,"Lloyd, C., Stover, H., Zurhold, H., & Hunt, N. (2017). Similar problems, divergent responses: Drug consumption room policies in the UK and Germany. Journal of Substance Use, 22(1), 66–70.",,,,,,,
Lofgren_2011,"Lofgren, A. (2011). A Sign of Things to Come? Drug Policy Reforms in Arizona, Californina and New York. Legislation and Public Policy, 14, 733–804.",,,,,,,
Logan_2001,"Logan, T. K., Hoyt, W., & Leukefeld, C. (2001). Kentucky Drug Court Outcome Evaluation: Behavior, Costs, & Avoided Costs to Society. Center on Drug and Alcohol Research, University of Kentucky. http://www.cdar.uky.edu/CoerciveControl/docs/outcome%20report%20final.pdf",,,,,,,
Lollar_2017,"Lollar, C. E. (2017). Criminalizing Pregnancy. Indiana Law Journal, 92(3), 947–1005.",,,,,,,
Loong_2019,"Loong, D., Bonato, S., Barnsley, J., & Dewa, C. S. (2019). The Effectiveness of Mental Health Courts in Reducing Recidivism and Police Contact: A Systematic Review. Community Ment Health J, 55(7), 1073–1098. https://doi.org/10.1007/s10597-019-00421-9",,,,,,,
Losby_2016,"Losby, J. L., Hyatt, J. D., Kanter, M. H., Baldwin, G., & Matsuoka, D. (2017). Safer and more appropriate opioid prescribing: A large healthcare system’s comprehensive approach. Journal of Evaluation in Clinical Practice, 23(6), 1173–1179.",,,,,,,
Lo_2018,"Lo, S. Y., Winston-McPherson, G. N., Starosta, A. J., Sullivan, M. D., Baird, G. S., Hoofnagle, A. N., & Greene, D. N. (2019). Cannabis Legalization Does Not Influence Patient Compliance with Opioid Therapy. Am J Med, 132(3), 347–353. https://doi.org/10.1016/j.amjmed.2018.11.002",,,,,,,
Lucas_2017,"Lucas, P., & Walsh, Z. (2017). Medical cannabis access, use, and substitution for prescription opioids and other substances: A survey of authorized medical cannabis patients. Int J Drug Policy, 42, 30–35. https://doi.org/10.1016/j.drugpo.2017.01.011",,,,,,,
Luyt_2007,"Luyt, W. F. M. (2007). Harm Reduction, Substance Abuse and Methadone Maintenance in Scottish Prisons. European Journal of Crime, Criminal Law & Criminal Justice, 15(2), 205–226.",,,,,,,
Lyapustina_2016,"Lyapustina, T., Rutkow, L., Chang, H. Y., Daubresse, M., Ramji, A. F., Faul, M., Stuart, E. A., & Alexander, G. C. (2016). Effect of a ""pill mill"" law on opioid prescribing and utilization: The case of Texas. Drug and alcohol dependence, 159, 190–197. https://doi.org/10.1016/j.drugalcdep.2015.12.025",,,,,,,
Macdonald_2001a,"Macdonald, S., Bois, C., Br, s, B., Dempsey, D., Erickson, P., Marsh, D., Meredith, S., Shain, M., Skinner, W., & Chiu, A. (2001). Drug testing and mandatory treatment for welfare recipients. International Journal of Drug Policy, 12(3), 249–257.",,,,,,,
MacDonald_2019,"McDonald, D. C., Carlson, K. E., & Jalbert, S. K. (2019). An Experimental Test of the Effectiveness of Unsolicited Reporting by a Prescription Drug Monitoring Program in Reducing Inappropriate Acquisition of Opioids. Pain Med, 20(5), 944–954. https://doi.org/10.1093/pm/pny095",,,,,,,
MacLean_2018,"MacLean, C. D., Fujii, M., Ahern, T. P., Holoch, P., Russell, R., Hodges, A., & Moore, J. (2019). Impact of Policy Interventions on Postoperative Opioid Prescribing. Pain Med, 20(6), 1212–1218. https://doi.org/10.1093/pm/pny215",,,,,,,
MacLean_2018_2,"Maclean, J. C., & Saloner, B. (2019). The Effect of Public Insurance Expansions on Substance Use Disorder Treatment: Evidence from the Affordable Care Act. Journal of Policy Analysis and Management, 38(2), 366–393. https://doi.org/10.1002/pam.22112",,,,,,,
Majtabai_2018,"Mojtabai, R., Feder, K. A., Kealhofer, M., Krawczyk, N., Storr, C., Tormohlen, K. N., Young, A. S., Olfson, M., & Crum, R. M. (2018). State variations in Medicaid enrollment and utilization of substance use services: Results from a National Longitudinal Study. J Subst Abuse Treat, 89, 75–86. https://doi.org/10.1016/j.jsat.2018.04.002",,,,,,,
Malkin_2001,"Malkin, I. (2001). Establishing Supervised Injecting Facilities: A Responsible Way to Help Minimise Harm. Melbourne University Law Review, 25, 680–756.",,,,,,,
Mallatt_2017,"Mallatt, J. (2018). The Effect of Prescription Drug Monitoring Programs on Opioid Prescriptions and Heroin Crime Rates (SSRN Scholarly Paper ID 3050692). Social Science Research Network. https://papers.ssrn.com/abstract=3050692",,,,,,,
Mallatt_2019,"Mallatt, J. (2019b). Individual Effects of Prescription Drug Monitoring Programs: How Prescriber Information Targets Misusers while Preserving Access for Treatment of Legitimate Pain (SSRN Scholarly Paper ID 3411199). Social Science Research Network. https://papers.ssrn.com/abstract=3411199",,,,,,,
Mallatt_2019_2,"Mallatt, J. (2020). Policy-induced Substitution to Illicit Drugs and Implications for Law Enforcement Activity (SSRN Scholarly Paper ID 3418615). Social Science Research Network. https://papers.ssrn.com/abstract=3418615",,,,,,,
Mallya_2013,"Mallya, A., Purnell, A. L., Svrakic, D. M., Lovell, A. M., Freedl, E., K., Gott, B. M., Sayuk, G. S., Cicero, T. J., Brawer, P. A., Trafton, J. A., Scherrer, J. F., & Lustman, P. J. (2013). Witnessed versus unwitnessed random urine tests in the treatment of opioid dependence. American Journal on Addictions, 22(2), 175–177.",,,,,,,
Mandiberg_2014,"Mandiberg, S. F., & Harris, R. L. (2014). Alcohol- and Drug-Free Housing: A Key Strategy in Breaking the Cycle of Addiction and Recidivism. McGeorge Law Review, 46(4), 843–895.",,,,,,,
Margolis_2009,"Margolis, J. M., Johnston, S. S., Chu, B. C., Onukwugha, E., Hvidsten, K., Alvir, J., Rossi, J. G., & Mullins, C. D. (2009). Effects of a Medicaid prior authorization policy for pregabalin. Am J Manag Care, 15(10), e95-102.",,,,,,,
Margolis_2010,"Margolis, J. M., Cao, Z., Onukwugha, E., Sanchez, R. J., Alvir, J., Joshi, A. V., & Mullins, C. D. (2010). Healthcare utilization and cost effects of prior authorization for pregabalin in commercial health plans. Am J Manag Care, 16(6), 447–456.",,,,,,,
Marotta_2016,"Marotta, P. L., & McCullagh, C. A. (2016). A cross-national analysis of the effects of methadone maintenance and needle and syringe program implementation on incidence rates of HIV in Europe from 1995 to 2011. International Journal of Drug Policy, 32, 3–10.",,,,,,,
Marshall_2011,"Marshall, B. D., Milloy, M. J., Wood, E., Montaner, J. S., & Kerr, T. (2011). Reduction in overdose mortality after the opening of North America’s first medically supervised safer injecting facility: A retrospective population-based study. Lancet, 377(9775), 1429–1437. https://doi.org/10.1016/s0140-6736(10)62353-7",,,,,,,
Martello_2018,"Martello, J., Cassidy, B., & Mitchell, A. (2018). Evaluating Emergency Department Opioid Prescribing Behaviors After Education About Mandated Use of the Pennsylvania Prescription Drug Monitoring Program. J Addict Nurs, 29(3), 196–202. https://doi.org/10.1097/jan.0000000000000236",,,,,,,
Martinez_2007,"Martinez, A. N., Bluthenthal, R. N., Lorvick, J., Anderson, R., Flynn, N., & Kral, A. H. (2007). The impact of legalizing syringe exchange programs on arrests among injection drug users in California. J Urban Health, 84(3), 423–435. https://doi.org/10.1007/s11524-006-9139-1",,,,,,,
Martin_2018,"Martin, J., Cunliffe, J., Décary-Hétu, D., & Aldridge, J. (2018). Effect of restricting the legal supply of prescription opioids on buying through online illicit marketplaces: Interrupted time series analysis. BMJ, 361, k2270. https://doi.org/10.1136/bmj.k2270",,,,,,,
Maughan_2015,"Maughan, B. C., Bachhuber, M. A., Mitra, N., & Starrels, J. L. (2015). Prescription monitoring programs and emergency department visits involving opioids, 2004-2011. Drug Alcohol Depend, 156, 282–288. https://doi.org/10.1016/j.drugalcdep.2015.09.024",,,,,,,
Mazerolle_2006,"Mazerolle, L., Soole, D. W., & Rombouts, S. (2006). Street-level drug law enforcement: A meta-analytical review?. Journal of Experimental Criminology, 2(4), 409–435. https://doi.org/10.1007/s11292-006-9017-6",,,,,,,
McAuley_2015,"McAuley, A., Aucott, L., & Matheson, C. (2015). Exploring the life-saving potential of naloxone: A systematic review and descriptive meta-analysis of take home naloxone (THN) programmes for opioid users. International Journal of Drug Policy, 26(12), 1183–1188.",,,,,,,
McAuley_2017,"McAuley, A., Bouttell, J., Barnsdale, L., Mackay, D., Lewsey, J., Hunter, C., & Robinson, M. (2017). Evaluating the impact of a national naloxone programme on ambulance attendance at overdose incidents: A controlled time-series analysis. Addiction, 112(2), 301–308.",,,,,,,
McCary_2019,"McCarty, D., Gu, Y., McIlveen, J. W., & Lind, B. K. (2019). Medicaid expansion and treatment for opioid use disorders in Oregon: An interrupted time-series analysis. Addict Sci Clin Pract, 14(1), 31. https://doi.org/10.1186/s13722-019-0160-6",,,,,,,
McClellan_2018,"McClure, A. M. (2018). Illegitimate Overprescription: How Burrage v. United States Is Hindering Punishment of Physicians and Bolstering the Opioid Epidemic. Notre Dame Law Review, 93(4), 1747–1770.",,,,,,,
McClure_2019,"McClellan, C., Lambdin, B. H., Ali, M. M., Mutter, R., Davis, C. S., Wheeler, E., Pemberton, M., & Kral, A. H. (2018). Opioid-overdose laws association with opioid use and overdose mortality. Addictive Behaviors, 19, 19.",,,,,,,
McConnell_2012,"McConnell, K. J., Ridgely, M. S., & McCarty, D. (2012). What Oregon’s parity law can tell us about the federal Mental Health Parity and Addiction Equity Act and spending on substance abuse treatment services. Drug Alcohol Depend, 124(3), 340–346. https://doi.org/10.1016/j.drugalcdep.2012.02.006",,,,,,,
McConnell_2012_2,"McConnell, K. J., Gast, S. H., Ridgely, M. S., Wallace, N., Jacuzzi, N., Rieckmann, T., McFarland, B. H., & McCarty, D. (2012). Behavioral health insurance parity: Does Oregon’s experience presage the national experience with the Mental Health Parity and Addiction Equity Act? Am J Psychiatry, 169(1), 31–38. https://doi.org/10.1176/appi.ajp.2011.11020320",,,,,,,
McFarland_2005,"McFarl, H, B., Deck, D. D., McCamant, L. E., Gabriel, R. M., & Bigelow, D. A. (2005). Outcomes for Medicaid Clients With Substance Abuse Problems Before and After Managed Care. The Journal of Behavioral Health Services & Research, 32(4), 351–367.",,,,,,,
McGerald_2009,"McGerald, G., Dvorkin, R., Levy, D., Lovell-Rose, S., & Sharma, A. (2009). Prescriptions for schedule II opioids and benzodiazepines increase after the introduction of computer-generated prescriptions. Academic Emergency Medicine, 16(6), 508–512.",,,,,,,
McGinty_2015,"McGinty, E. E., Busch, S. H., Stuart, E. A., Huskamp, H. A., Gibson, T. B., Goldman, H. H., & Barry, C. L. (2015). Federal parity law associated with increased probability of using out-of-network substance use disorder treatment services. Health Aff (Millwood), 34(8), 1331–1339. https://doi.org/10.1377/hlthaff.2014.1384",,,,,,,
McInerney_2019,"McInerney, M. (2019). Medicaid Expansion and the Opioid Epidemic: How does increasing health insurance impact the crisis? [Doctoral Dissertation, University of Connecticut - Storrs]",,,,,,,
McKenna_2017,"McKenna, R. M. (2017). Treatment use, sources of payment, and financial barriers to treatment among individuals with opioid use disorder following the national implementation of the ACA. Drug Alcohol Depend, 179, 87–92. https://doi.org/10.1016/j.drugalcdep.2017.06.028",,,,,,,
McKenzie_2005,"McKenzie, M., Macalino, G., McClung, C., Shield, D. C., & Rich, J. D. (2005). Opiate replacement therapy at time of release from incarceration: Project MOD, a pilot program. Journal of Opioid Management, 1(3), 147–151.",,,,,,,
McMichael_2018,"McMichael, B., van Horn, R. L., & Viscusi, W. K. (2019). The Impact of Cannabis Access Laws in Opioid Prescribing (Research Briefs in Economic Policy). CATO Institute.",,,,,,,
McMichael_2018_2,"McMichael, B. (2018). Scope-of-Practice Laws and Patient Safety: Evidence from the Opioid Crisis. McMichael, B. J. (2018). Scope-of-practice laws and patient safety: Evidence from the opioid crisis (SSRN Scholarly Paper ID 3300365). Social Science Research Network. https://papers.ssrn.com/abstract=3300365",,,,,,,
McSweeny_2007,"McSweeney, T., Stevens, A., Hunt, N., & Turnbull, P. J. (2007). Twisting arms or a helping hand? Assessing the impact of ‘coerced’ and comparable ‘voluntary’ drug treatment options. British Journal of Criminology, 47(3), 470–490.",,,,,,,
Meara_2016,"Meara, E., Horwitz, J. R., Powell, W., McClell, Lynn, Weiping, Z., O’Malley, A. J., Morden, N. E., & Zhou, W. (2016). State Legal Restrictions and Prescription-Opioid Use among Disabled Adults. New England Journal of Medicine, 375(1), 44–53.",,,,,,,
Meinhofer_2018,"Meinhofer, A., & Witman, A. E. (2018). The role of health insurance on treatment for opioid use disorders: Evidence from the Affordable Care Act Medicaid expansion. J Health Econ, 60, 177–197. https://doi.org/10.1016/j.jhealeco.2018.06.004",,,,,,,
Meinhofer_2019,"Meinhofer, Angélica, Witman, A., Murphy, S. M., & Bao, Y. (2019). Medical marijuana laws are associated with increases in substance use treatment admissions by pregnant women. Addiction, 114(9), 1593–1601. https://doi.org/10.1111/add.14661",,,,,,,
Meisenberg_2018,"Meisenberg, B. R., Grover, J., Campbell, C., & Korpon, D. (2018). Assessment of Opioid Prescribing Practices Before and After Implementation of a Health System Intervention to Reduce Opioid Overprescribing. JAMA Netw Open, 1(5), e182908. https://doi.org/10.1001/jamanetworkopen.2018.2908",,,,,,,
Merlo_2011,"Merlo, L. J., Greene, W. M., & Pomm, R. (2011). Mandatory naltrexone treatment prevents relapse among opiate-dependent anesthesiologists returning to practice. Journal of Addiction Medicine, 5(4), 279–283.",,,,,,,
Meyerson_2018,"Meyerson, B. E., Agley, J. D., Davis, A., Jayawardene, W., Hoss, A., Shannon, D. J., Ryder, P. T., Ritchie, K., & Gassman, R. (2018). Predicting pharmacy naloxone stocking and dispensing following a statewide standing order, Indiana 2016. Drug Alcohol Depend, 188, 187–192. https://doi.org/10.1016/j.drugalcdep.2018.03.032",,,,,,,
Michels_2007,"Michels, I., Fang, Y. X., Zhao, D., Zhao, L. Y., & Lu, L. (2007). Comparison of drug abuse in Germany and China. Acta Pharmacologica Sinica, 28(10), 1505–1518.",,,,,,,
Miller_2004,"Miller, C. L., Schechter, M. T., Wood, E., Spittal, P. M., Li, K., Laliberte, N., Montaner, J. S., & Hogg, R. S. (2004). The potential health and economic impact of implementing a medically prescribed heroin program among Canadian injection drug users. International Journal of Drug Policy, 15(4), 259–263.",,,,,,,
Miller_2016,"Miller, J. S. (2016). Increasing Access to Naloxone: Overcoming Societal Challenges to Reduce Opioid Overdose Fatalities. Albany Law Journal of Science & Technology, 26, 77–110.",,,,,,,
Milloy_2008,"Milloy, M. J., Kerr, T., Tyndall, M., Montaner, J., & Wood, E. (2008). Estimated drug overdose deaths averted by North America’s first medically-supervised safer injection facility. PLoS One, 3(10), e3351. https://doi.org/10.1371/journal.pone.0003351",,,,,,,
Minhee_2019,"Minhee, C., & Calandrillo, S. (2018). The cure for america’s opioid crisis? End the war on drugs (SSRN Scholarly Paper ID 3245489). Social Science Research Network. https://papers.ssrn.com/abstract=3245489",,,,,,,
Miron_2003,"Miron, J. A. (2003). The Effect of Drug Prohibition on Drug Prices: Evidence from the Markets for Cocaine and Heroin. The Review of Economics and Statistics, 85(3), 522–530.",,,,,,,
Mitchell_2012,"Mitchell, O., Wilson, D. B., Eggers, A., & MacKenzie, D. L. (2012a). Drug courts’ effects on criminal offending for juveniles and adults. Campbell Systematic Reviews, 4. https://doi.org/10.4073/csr.2012.4",,,,,,,
Mitchell_2012_2,"Mitchell, O., Wilson, D. B., Eggers, A., & MacKenzie, D. L. (2012b). Assessing the effectiveness of drug courts on recidivism: A meta-analytic review of traditional and non-traditional drug courts. Journal of Criminal Justice, 40(1), 60–71. https://doi.org/10.1016/j.jcrimjus.2011.11.009",,,,,,,
Mohammadi_2018,"Mohammadi, Z. (2018). The Effects of Prescription Drug Monitoring Programs on the Opioid Abuse Epidemic. https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3107826",,,,,,,
Mojtabai_2019,"Mojtabai, R., Mauro, C., Wall, M. M., Barry, C. L., & Olfson, M. (2019a). Medication Treatment For Opioid Use Disorders In Substance Use Treatment Facilities. Health Aff (Millwood), 38(1), 14–23. https://doi.org/10.1377/hlthaff.2018.05162",,,,,,,
Mojtabai_2019b,"Mojtabai, R., Mauro, C., Wall, M. M., Barry, C. L., & Olfson, M. (2019b). The Affordable Care Act and Opioid Agonist Therapy for Opioid Use Disorder. Psychiatr Serv, 70(7), 617–620. https://doi.org/10.1176/appi.ps.201900025",,,,,,,
Monaghan_2013,"Monaghan, M., & Wincup, E. (2013). Work and the journey to recovery: Exploring the implications of welfare reform for methadone maintenance clients. Int J Drug Policy, 24(6), e81-6. https://doi.org/10.1016/j.drugpo.2013.08.006",,,,,,,
Moore_2007,"Moore, T. J., Ritter, A., & Caulkins, J. P. (2007). The costs and consequences of three policy options for reducing heroin dependency. Drug & Alcohol Review, 26(4), 369–378.",,,,,,,
Morden_2008,"Morden, N. E., Zerzan, J. T., Rue, T. C., Heagerty, P. J., Roughead, E. E., Soumerai, S. B., Ross-Degnan, D., & Sullivan, S. D. (2008). Medicaid prior authorization and controlled-release oxycodone. Med Care, 46(6), 573–580. https://doi.org/10.1097/MLR.0b013e31816493fb",,,,,,,
Morgan_2015,"Horgan, C. M., Hodgkin, D., Stewart, M. T., Quinn, A., Merrick, E. L., Reif, S., Garnick, D. W., & Creedon, T. B. (2016). Health Plans’ Early Response to Federal Parity Legislation for Mental Health and Addiction Services. Psychiatr Serv, 67(2), 162–168. https://doi.org/10.1176/appi.ps.201400575",,,,,,,
Moride_2019,"Moride, Y., Lemieux-Uresandi, D., Castillon, G., de Moura, C. S., Pilote, L., Faure, M., & Bernartsky, S. (2019). A Systematic Review of Interventions and Programs Targeting Appropriate Prescribing of Opioids. Pain Physician, 22(3), 229–240.",,,,,,,
Morse_2011,"Morse, J. S., Stockbridge, H., Egan, K. B., Mai, J., Wickizer, T., & Franklin, G. M. (2011). Primary care survey of the value and effectiveness of the Washington State Opioid Dosing Guideline. J Opioid Manag, 7(6), 427–433. https://doi.org/10.5055/jom.2011.0083",,,,,,,
Mospan_2018,"Mospan, G., Gillette, C., Chaplin, M., & Bush, M. (2019). Do more opioid policies reduce opioid dispensing in traditional medicaid?: A national analysis. Res Social Adm Pharm, 15(8), 1000–1006. https://doi.org/10.1016/j.sapharm.2018.12.004",,,,,,,
Moyo_2017,"Moyo, P., Simoni-Wastila, L., Griffin, B. A., Onukwugha, E., Harrington, D., Alexander, G. C., & Palumbo, F. (2017). Impact of prescription drug monitoring programs (PDMPs) on opioid utilization among Medicare beneficiaries in 10 US States. Addiction (Abingdon, England), 112(10), 1784–1796. https://doi.org/10.1111/add.13860
",,,,,,,
Moyo_2019,"Moyo, P., Simoni-Wastila, L., Griffin, B. A., Harrington, D., Alexander, G. C., Palumbo, F., & Onukwugha, E. (2019). Prescription drug monitoring programs: Assessing the association between “best practices” and opioid use in Medicare. Health Serv Res, 54(5), 1045–1054. https://doi.org/10.1111/1475-6773.13197",,,,,,,
Mulcahy_2017,"Mulcahy, A. W., Hollands, S., Duffy, E. L., Strong, A., & Barbara O. Wynn. (2017). Modeling the Economic Impact of a California Workers’ Compensation Formulary. State of California Department of Industrial Relations. https://www.rand.org/pubs/research_reports/RR1971.html",,,,,,,
Mulrooney_2017,"Mulrooney, J. J., II, & Legel, K. E. (2017). Current Navigation Points in Drug Diversion Law: Hidden Rocks in Shallow, Murky, Drug-Infested Waters. Marquette Law Review, 101, 333–452.",,,,,,,
Murimi_2019,"Murimi, I. B., Chang, H. Y., Bicket, M., Jones, C. M., & Alexander, G. C. (2019). Using trajectory models to assess the effect of hydrocodone upscheduling among chronic hydrocodone users. Pharmacoepidemiol Drug Saf, 28(1), 70–79. https://doi.org/10.1002/pds.4639",,,,,,,
Murphy_2017,"Murphy, S. M., Howell, D., McPherson, S., Grohs, R., Roll, J., & Neven, D. (2017a). A Randomized Controlled Trial of a Citywide Emergency Department Care-Coordination Program to Reduce Prescription Opioid-Related Visits: An Economic Evaluation. J Emerg Med, 53(2), 186–194. https://doi.org/10.1016/j.jemermed.2017.02.014",,,,,,,
Musselwhite_2010,"Musselwhite, E. M. (2010). One Tough Pill to Swallow: A Call to Revise North Carolina’s Drug Trafficking Laws concerning Prescription Painkillers Comment. Campbell L. Rev., 33, 451–476.",,,,,,,
Myer_2018,"Myer, A. J., & Belisle, L. (2018). Highs and Lows: An Interrupted Time-Series Evaluation of the Impact of North America’s Only Supervised Injection Facility on Crime. Journal of Drug Issues, 48(1), 36–49.",,,,,,,
Nagar_2015,"Nagar, V. R., Springer, J. E., & Salles, S. (2015). Increased Incidence of Spinal Abscess and Substance Abuse after Implementation of State Mandated Prescription Drug Legislation. Pain Medicine, 16(10), 2031–2035.",,,,,,,
Nam_2017,"Nam, Y. H., Shea, D. G., Shi, Y., & Moran, J. R. (2017). State prescription drug monitoring programs and fatal drug overdoses. Am J Manag Care, 23(5), 297–303.",,,,,,,
Naumann_2018,"Naumann, R. B., Marshall, S. W., Lund, J. L., Gottfredson, N. C., Ringwalt, C. L., & Skinner, A. C. (2018). Evaluating short- and long-term impacts of a Medicaid “lock-in” program on opioid and benzodiazepine prescriptions dispensed to beneficiaries. Drug Alcohol Depend, 182, 112–119. https://doi.org/10.1016/j.drugalcdep.2017.10.001",,,,,,,
Naumann_2018_2,"Naumann, R. B., Marshall, S. W., Gottfredson, N. C., Lund, J. L., Ringwalt, C. L., & Skinner, A. C. (2019). Trajectories of dispensed prescription opioids among beneficiaries enrolled in a Medicaid controlled substance “lock-in” program. Pharmacoepidemiol Drug Saf, 28(1), 16–24. https://doi.org/10.1002/pds.4445",,,,,,,
Naumann_2019,"Naumann, R. B., Roberts, A. W., Marshall, S. W., & Skinner, A. C. (2019). Evaluation of a Medicaid Lock-in Program: Increased Use of Opioid Use Disorder Treatment but No Impact on Opioid Overdose Risk. Med Care, 57(3), 213–217. https://doi.org/10.1097/mlr.0000000000001058",,,,,,,
